1574578003,0,53211,443,None,TCP
1574578003,280,49751,443,HTTPS,TCP
1574578003,438,49751,443,HTTPS,TCP
1574578003,0,443,53211,None,TCP
1574578003,35,443,49751,HTTPS,TCP
1574578003,0,49751,443,None,TCP
1574578003,0,443,49751,None,TCP
1574578003,288,49728,443,HTTPS,TCP
1574578003,62,49839,443,HTTPS,TCP
1574578003,31,443,49839,HTTPS,TCP
1574578003,0,49839,443,None,TCP
1574578003,35,49839,443,HTTPS,TCP
1574578003,0,443,49839,None,TCP
1574578003,0,443,49839,None,TCP
1574578004,63,443,49839,HTTPS,TCP
1574578004,0,49839,443,None,TCP
1574578004,325,443,49728,HTTPS,TCP
1574578004,0,49728,443,None,TCP
1574578004,144,443,52735,HTTPS,TCP
1574578004,0,52735,443,None,TCP
1574578004,325,443,49751,HTTPS,TCP
1574578004,32,443,49751,HTTPS,TCP
1574578004,32,443,49751,None,TCP
1574578004,0,49751,443,None,TCP
1574578004,0,49751,443,None,TCP
1574578004,0,49751,443,None,TCP
1574578004,0,53219,443,None,TCP
1574578004,0,443,53219,None,TCP
1574578004,39,443,53224,HTTPS,TCP
1574578004,0,443,53224,None,TCP
1574578004,0,443,53224,None,TCP
1574578004,0,53224,443,None,TCP
1574578005,0,53224,443,None,TCP
1574578005,0,53224,443,None,TCP
1574578005,0,53224,443,None,TCP
1574578005,0,443,53224,None,TCP
1574578005,50,49735,443,HTTPS,TCP
1574578005,0,443,49735,None,TCP
1574578005,47,443,49735,HTTPS,TCP
1574578005,0,49735,443,None,TCP
1574578005,47,49895,53,None,UDP
1574578005,0,53240,443,None,TCP
1574578005,0,443,53240,None,TCP
1574578005,0,53240,443,None,TCP
1574578006,517,53240,443,HTTPS,TCP
1574578006,79,53,49895,None,UDP
1574578006,0,443,53240,None,TCP
1574578006,1448,443,53240,HTTPS,TCP
1574578006,1448,443,53240,None,TCP
1574578006,1200,443,53240,None,TCP
1574578006,0,53240,443,None,TCP
1574578006,0,53240,443,None,TCP
1574578006,0,53240,443,None,TCP
1574578006,1448,443,53240,HTTPS,TCP
1574578006,352,443,53240,HTTPS,TCP
1574578006,0,53240,443,None,TCP
1574578006,126,53240,443,HTTPS,TCP
1574578006,51,443,53240,HTTPS,TCP
1574578006,0,53240,443,None,TCP
1574578006,53,53240,443,HTTPS,TCP
1574578006,50,53240,443,HTTPS,TCP
1574578006,42,53240,443,HTTPS,TCP
1574578006,1448,53240,443,HTTPS,TCP
1574578006,458,53240,443,HTTPS,TCP
1574578006,0,443,53240,None,TCP
1574578006,77,443,53240,HTTPS,TCP
1574578006,0,53240,443,None,TCP
1574578006,38,53240,443,HTTPS,TCP
1574578006,0,443,53240,None,TCP
1574578006,38,53240,443,HTTPS,TCP
1574578006,0,443,53240,None,TCP
1574578006,765,443,53240,HTTPS,TCP
1574578006,0,53240,443,None,TCP
1574578006,81,49751,443,HTTPS,TCP
1574578006,985,49751,443,HTTPS,TCP
1574578006,0,443,49751,None,TCP
1574578006,0,443,49751,None,TCP
1574578006,35,443,49751,HTTPS,TCP
1574578006,0,49751,443,None,TCP
1574578006,518,443,49751,HTTPS,TCP
1574578006,32,443,49751,HTTPS,TCP
1574578006,0,49751,443,None,TCP
1574578006,0,49751,443,None,TCP
1574578006,920,443,52735,HTTPS,TCP
1574578006,0,52735,443,None,TCP
1574578007,36,443,57991,None,UDP
1574578007,36,443,57991,None,UDP
1574578007,37,57991,443,None,UDP
1574578007,149,443,49751,HTTPS,TCP
1574578007,0,49751,443,None,TCP
1574578007,275,49751,443,HTTPS,TCP
1574578007,35,443,49751,HTTPS,TCP
1574578007,0,49751,443,None,TCP
1574578007,685,52614,443,HTTPS,TCP
1574578007,588,443,52614,HTTPS,TCP
1574578007,0,52614,443,None,TCP
1574578007,1448,443,52614,HTTPS,TCP
1574578007,1448,443,52614,None,TCP
1574578007,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,0,52614,443,None,TCP
