1574578008,0,52614,443,None,TCP
1574578008,0,52614,443,None,TCP
1574578008,0,52614,443,None,TCP
1574578008,0,52614,443,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,HTTPS,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,0,52614,443,None,TCP
1574578008,0,52614,443,None,TCP
1574578008,0,52614,443,None,TCP
1574578008,0,52614,443,None,TCP
1574578008,0,52614,443,None,TCP
1574578008,0,52614,443,None,TCP
1574578008,0,52614,443,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,None,TCP
1574578008,1448,443,52614,HTTPS,TCP
1574578008,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,1448,443,52614,HTTPS,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,HTTPS,TCP
1574578009,1448,443,52614,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,0,52614,443,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578009,1448,443,52614,None,TCP
1574578010,0,52614,443,None,TCP
1574578010,0,52614,443,None,TCP
1574578010,0,52614,443,None,TCP
1574578010,0,52614,443,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,1448,443,52614,HTTPS,TCP
1574578010,0,52614,443,None,TCP
1574578010,0,52614,443,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,0,52614,443,None,TCP
1574578010,0,52614,443,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,1448,443,52614,HTTPS,TCP
1574578010,1448,443,52614,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,0,52614,443,None,TCP
1574578010,0,52614,443,None,TCP
1574578010,0,52614,443,None,TCP
1574578010,0,52614,443,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,0,52614,443,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,1448,443,52614,None,TCP
1574578010,0,52614,443,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,1448,443,52614,HTTPS,TCP
1574578011,1448,443,52614,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,1448,443,52614,HTTPS,TCP
1574578011,1448,443,52614,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,0,52614,443,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,1448,443,52614,None,TCP
1574578011,1448,443,52614,HTTPS,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,0,52614,443,None,TCP
1574578012,1448,443,52614,HTTPS,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,0,52614,443,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,HTTPS,TCP
1574578012,0,52614,443,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1115,443,52614,None,TCP
1574578012,0,52614,443,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578012,1448,443,52614,None,TCP
1574578013,1448,443,52614,None,TCP
1574578013,1448,443,52614,HTTPS,TCP
1574578013,0,52614,443,None,TCP
1574578013,1308,443,52614,HTTPS,TCP
1574578013,0,52614,443,None,TCP
1574578013,1365,49795,443,HTTPS,TCP
1574578013,128,443,49795,HTTPS,TCP
1574578013,0,49795,443,None,TCP
